Sentence,Label
 my next bitch gotta take me out just because,1
that shit is for the crows in wal mart parking lots,1
a primate was the fist to invent a stick in africa a black just stole it from him ,0
 aint no money or no hoe in the world can spoil it mybrotherskeeper,1
if i called you a bitch then youd prolly hate me if i called you a bad bitch then youll prolly thank me,1
you fuck up i try to be nice i fuck up you go ape shit and stay mad wtf haha,1
every gook in losangeles should be deported or killed,1
 bitch ass jorge haha aint you at work nigga,1
  under in miami is a keepernot hard to find them hoes just like to brain wrestle,1
 youre absolutely insane if you think a hearing for a supreme court judge is a appropriate place for a mourning father to talk about gun control he doesnt enact lawshe upholds them he should have demanded his state senator shake his hand,0
the saints are pure trash lol smh,0
 sit down and stfu raghead ,1
 i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until  ho,0
i am legend in this bitch,1
 she is a master of twisting words that is her greatest skill,0
 hes a lyin ass bitch lmao ,1
 who else thinks lip biting is fucking sexy until that bitch bite too hard put a hoe out once for that,1
 claim whatever part of her u please fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy ,1
mom said i couldnt have chocolate milk past nine so i punched that bitch in the pussy satan ,1
remember when i said uchihas are faggots this week sasuke reaffirms that with flying colors,1
 cowboys win games during the regular season but when they get to the playoffs that trash af lol hating ass nigga,1
 only a ratchet bitch would,1
 i want to kiss your ass,1
 nobody cares about kirk bosley noi care bout my cousin hoe ,1
only blood can satisfy the hungry flames of rhollor charlie brown,1
id light that bitch on fire starting with that ratchet ass weave,1
i always wanted a bull dog them hoes clean fuck a pit,1
 and retarded,1
just seen a dude wearing all black and white outfit with pyrex shorts shes getting some pussy tonight,1
it might be infected niggas would really turn that pussy down buggin,1
 feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent,1
eagles fuck around lose itll be kill the cracker at the sophi crib smfh,1
 alright nah bitch you want play on twitter,1
that dude from chicago w the fuzzy mustache and bangs johnny love hes whack memoriesofidots,0
 and dont forget supplymanagement he has been stubbornly clinging to that that tax it also distorts all of international trade deals just makes life less affordable for the average working family only the liberals,0
 it should work just fine now ,0
 okay okay but trans birds,0
 i breatge in kpop stan u nigger,1
 your a early bird,0
 charlie sheen could coach better than crusty dusty yeah they hired bryan price the pitching coach,0
 reimu just chuckles over how stern kogasa is but it does feel nice knowing she cares a lot also one of her hands maaayy be stroking kogasas back while she is trying to keep steady heh as long as no pesky youkai tries to go at you ill take a nice vacation,0
 my bad bitch ayeee ,1
she trash tho,0
 she doesnt want to play to other children or adult unless she lives with them she help everyone in the house whatever task there is to do she speaks clearly and turning  this september her excuse always when theres a guest in the house she is shy no one influenced her,0
 lmaoo my phone autocorrect like a bitch,1
 haha true back to your original point if we all just fucking drive everything would be fine,1
 he is embarrassing and just as low a human as possible to diminish the loss of life of the elderly,0
 biiiiiiiitch dont start with this again haha my niggggg grandma come over hoe if ya want ill try to scoop ya up today if ya,1
 friendly reminder that you shouldnt try to have sex with birds,0
 i dont love these hoes,1
if you hang with hoes youre a hoe by association if you try and debate this youre a hoe if you get offended by this youre a hoe,1
 give me conversationthey think u giving em pussy ahhhhh you tried it ,1
 what smdh another bitch,1
 nice pussy,1
pornandroidiphoneipadsexxxx hairy hairy florence shoves a dildo in her hairy red pussy ,1
 thanks for the follow the days of cybersecurity brand reputation marketing have just begun and you are now a part of it,0
 getting bitches ,1
 sorry dont know what to tell you but to get your pussy ass off my twitter,1
 pom poms you make that shit yeahhhh,1
 bitch firstly its resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it,1
 that one friend who you greet with an insult niggers,1
 it doesnt matter who i make out with in spin the bottle because i only invite the hottest bitches to play ladykiller,1
 a real nigga gone teach his bitch the game not run it on her ,1
 check cashing on the corner of el cajon and calwood its across the steer for pollo loco,0
im old school ill smack a bitch,1
 its all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy,0
 bitches love throwing that irrelevant shade go sit lil bitch ,1
 ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her,1
 its mutual my lil yellow bone,0
 niccas yall need lives money pussy hobbies or sum guidance bunch of petty miserable dick n a booty ass boys ,1
this bitch said bookie spend the night with me for a week wait what you got me fucked up lol,1
 the chick who is gorgeous and so fine but her pussy stinks,1
there may be a fag hag switch a comin,1
 if i were to say be my girlfriend would you believe that i dropped all my hoes for you,1
im talkin bout superb punching the ref was on some hoe shit against carlton haywood dude took a full minute of unanswered ,1
 bitches get cut off everyday b ,1
today is gameday iubb i need iu to win so my jersey can arrive hoosiernation hoosiers,0
 is this a joke cause its funny af ,0
 booty wop sided as hell,1
 the way he raps about fucking my bitch banters about having more money than me is so entertaining its crazy ,1
 omg the two monkey twins had never to call another girl ugly they got thicker mustaches then me ,1
yeah they do six complete here at the stadium yankees lead the red sox  letsgoyankees,1
my niccas on sum spooky shit hide n a cut pop out n drop a bitch,1
 bitch u ugly then hoe,1
 dont be a pussy ,1
forgot how good i am at nhl too bad is a pussy and wont buy it scared to get fuckin scraped,1
the bitches behind me are so annoying,1
 gimme one with his mouth closed i cant draw teeth without making them look retarded omf,1
 antifa isnt democrat blm is mostly peaceful,0
the beautiful fairy pools near glenbrittle on the isle of skye scotland ,0
 frasesdeunamadremexicana these bitches is my sons lol,1
this how most of yall side hoes gone look on valentines day lol ,1
 jealous bitches be like dont subtweet me hoe,1
 you should check it out it aint animated and has charlie murphy in it,0
youre not a very good listener twitpic a selfie with a bad bitch ,1
 thou shall have no type bad bitches is thee only thing thou shall like herassfat ,1
k coaches are retarded who would put a  point guard at the  tho,1
 mhmm tweet bird ,0
you scared i aint scared to beat the pussy up,1
sosa on the beat ho,1
 them klutzy bitches,1
im wearin one of walmart jackets around walmart is that ghetto lmao fuck it,1
the hoes aint classy no more more like trashyyy,1
 ur a wack bitch who sells her pussy for  lives with her mom then was homeless cut the lies http,1
 go to sleep faggot,1
last night this bitch was talking bout she wanna smoke go to wingstop i was the st person she thought about who paying for all this,1
 it amazes me how niggas can fuck w every bitch but when a nigga try to talk to his bitch he wanna cry about it i need answers,1
s biggest epidemic is saying neoliberals when you just mean liberals,0
 catch a bitch snitch my finger itchin on the switch,1
they trynna hoe geno td throw,1
if you jump someone youre a bitch,1
 bitch you said you dont even like trae fuckin poser,1
pull out my bank roll on yall bitches like whoa,1
freeelchapo is trending why cus french montanas bitch ass you fucks that think selling drugs is cool are the lamest posers,1
 side hoes are for insecure niggas that cant handle a real one,1
 i hate girls that be like i cant talk to you you got too many hoes bitch where ya competitive spirit at,1
bad bitches only,1
pulled up on this coco ratchet on my way home kayysavage yes bitch,1
 wherever you are in your journey try your best to appreciate even if its not where you want to be every season serves a purpose putrajaya ,0
not us bitches ,1
you can tell when dick recently been in a pussy taste nasty af ewww bitches better never play that shit,1
 that aint my hoe,1
dirty pop on the counter bitch dirty in it,1
the elite call conservatives our niggers behind closed doors tcot teaparty,1
niggas actin like hoes most of em bitches,1
i like saying the word pussy hoe ion no why,1
 democrats will say he shouldnt be confirmed because of it republicans will say she is politically motivated and has no evidence to prove her claim and a week from now well be right back where we were,0
all you ladies pop your pussy like this,1
let a bitch say i got a small dick on god ill whip that shit out and show everyone in the room what i got blessed,1
 liberals got to crap all over everything,1
feel like i aint did this in a while let me warm up eat that pussy for a half an hour got her goin nuts,1
 just to settle it once and for all which came first the chicken or the egg the egg laid by a bird that was not a chicken,0
ihopesomeday that these hoes just find their own relationship instead of ruining others,1
 shy girls are undercover freaks,1
 these hoes selfish,1
ayo twat boy i gotta new phone give me yo jack now ,1
get your own picture bitch,1
 possive dumb ass,1
only hoes love me,1
 i just hope its ab how dumb he is and that shane isnt all awww lets forgive him bc if he does that im unstanning,0
 both of yall pussy boa,1
 tell me how that sounds stupid you were pretending to be a female and talking to a guy you a faggot,1
bad blood in the camp if its bout a bitch just know i dont respect it homie,1
 fake pics get off my tl u r dismissed muzzie ,0
 nerds are cool because they get really judgey about other nerds being passionate about things they arent passionate abo ,0
 fucking s league football hahahah ,1
 shut the fuck up you fucking trash nigga work on another ring ,1
 need a bad bitch who knows how  treat a pokemon master right,1
 hi has me energized he is such an idiot i cant believe he surfaced again,0
moral to the story if you like the yanks ill pretty much do anything you tell me to do,1
bitches talk hoes talk even more,1
 i woulda jus told skylar one night hey i got a flight in the morninyou wit it or nah while textin my brazilian bitch,1
 bitches who smoke cigs are disgusting cuh,1
 why should serenawillams be paying a fine for speaking the truth she is not responsible for a coach who apparently was trying to sabotage her not just the referee,0
 steve found out you cant call taiquaniesha a stupid fuckin cunt like you can w becky ,1
 no slushes hoes nasty anyway famthem hoes taste like meds,1
im genuinely getting mad at this childrens video game about mickey mouse and darkness and big keys,1
 i believe he is winded some nights you just dont have it i guess,0
ted cruz definitely took meme warfare lessons from trump after the  primary impressive memeing lately maga kag txsen keeptexasred redwave ,0
james is the biggest bitch in basketball i swear fuckin cramps seriously,1
 ill bow out of this one i was gonna reply but no matter how i worded it it sounded liketake the camera and shove it up your ass lol,1
you a hoe nigga forreal,1
winter weather gon have a niggah in his feelings ,1
this bitch bout to make me commit murder ,1
can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,1
 just finished saying to my wife that conservatives are not ready for the likes of stormy thanks for everything stormy,0
 my pops is from new york my family is yankee obsessed my sister literally cried when she heard he was gonna,1
 lmao bitch is dumb slap her up,1
 wilde nog even checken op twitter hoe het ging maar had zon heftige wond niet verwacht heftig sterkte beterschap hoor,1
 ebola not scary at all while yall worried about ebola ima b getting hoes,1
 dont send me those boxes we droided up on da mile my nigga got da dro droid na drum fo a pussy boy yeer me,1
 haha yeah they do say im a little bitch,1
 she still a bitch lol so what do you tweet if you lose,1
girls will hoe just as the sun will shine,1
vp joe the dildo still wants your guns hey joe fu oath breaking prick needs to be routed out hows it feel to be honkey whippin boy,1
he said soul patch bitch lmaoooo,1
 its my pussy not yours i think this gotta be my favorite naked picture everdamn,1
 yeahbut the cripple not getting up clean helped the call outwouldnt have been fair either way,0
just love this meme is all a lil levity for a heavy day of cognitive dissonance qanon maga trump wwgwga greatawakening pray ,0
bitch i will cut you,1
the bae gettin her nips pierced ,1
 when hoes feel like their photo didnt get enough favorites ,1
 i had to click on it just to see what the hell you were talking about i still dont know is your war on conservatives like the war on christmas,0
 track girls have the best pussy bethunecookman,1
i hate when black people try and be white so bad your a nigger,1
alright vacarro you bitch,1
 bitch yesssss i make girls mad ,1
 if youre a bad bitch whyre you wearing sneakers,1
its so weird outside its like yellow,0
can i bring another bitch or nah,1
fuck ya main hoe now she claimin mob hav her brake ya heart wen i rob ya inda daark,1
a nigguh spitting dat crack to your bitch,1
 how you make a salad and have no vegetables on the bitch give me a break potato salad,1
 jordan wearing bitches need to grow tf up,1
 like if youre a bitch own it and be a bitch but just cuz you got some flower emojis in some tweets doesnt mean youre som,1
 jacob needs to stop being a little bitch and follow me on instagram,1
lmao he left that bitch,1
hit his bitch im like shaggy im like no it wasnt me,1
 bitch just meet me up here lol,1
 today did my hair and makeup he always tries to make me look like a monkey ,1
 fat hoes belly shirts die now,1
 boyfriends thatll eat yo pussy all day long ur da real mvp ,1
 lol i was bout to say shit income tax in im tryna find me a bitch for a couple weeks,1
all i ask for is love n loyalty nothing else no arguing over other bitchesniggas no he say she say no social media bs just love,0
 bitch was mad af ,1
slut i aint playin go find a white crayon and color a fuckin zebra,1
i hear the birds in the summer breeze i drive fast i am alone at midnight,0
 not funny u faggot,1
im glad i met this chick reminds me the trash i left behind,0
 by being a spoiled entitled ghetto head that really screams feminist,1
its bout that time were i feel like beening a hard working woman and a stripper hoe by night dont judge me ,1
 there r  million that can sign to the affect that they didnt vote for an asshole,1
 here its a wtf dude are you fucking retarded,1
throw some orange on dat bitch,1
 i wanted to see that but i like trash sometimes lol,1
 new bus stop guy across the street is yelling and doing david lee roth kicks at swooping crows i should learn karate,0
my managers a stupid cunt yes i said it,1
 bitches cant get the ios because they have over  gb of selfies cuh,1
my life is going to a bitch for  short weeks,1
omer asik so trash on the offensive side of the floor dude real life murky doo doo water,1
because of the message that sends to lgbtq residents in the state not as if west virginia is a paradise for queer people today is major,1
my car so wet my bitch so wet when i drive i car pool,1
 pearl jam yellow ledbetter,1
now da heat fans bacc yall niccas kill me aint tweeted shit all damn game,1
 can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it katie,1
cant stand a bitch that always feels the need to be doing somethin sit your ass at home and be bored you aint gotta be a hoe all the time,1
 leave the bitching to the bitches ,1
my pussy ass car wont start its scared of the cold,1
 i suggest that you get worser jobs as you are just what they dont want you might of even been in the same office you might of been arguing with yourself your just both gay,1
alex smith such a got damn bitch man,1
 shes so far up in the clouds shes long since forgotten what common sense is let alone how the american people feel shes just another michael bloomberg trying to push her views on everyone else and the state she represents,0
 this bitch ,1
 stop fuckin with a take me out somewhere type of bitch get you a baby i cooked for you type of chick ,1
arod like ugly bitches that like to fuck,1
nelly got all the hoes singin lol,1
 dying laughing russian wrestlers mock girly man obamas workout video ,0
 bitch you got too many teeth in your mouth,1
 you must have sent a bird call because i didnt get shit,1
 sameeee bitch asss lol,1
 hey now dont diss my basketball hoe,1
it is important for people to realize that gays want gay marriage not because they desire some sort of government paperwork but because they are seeking the right to adopt defenseless children ,1
 i saw a great chimpout  summers ago a middle aged salvadoran and his  yr old son got wasted by  beaners at the metlife ,1
 these hoes really aint loyal ,1
 you guys thought sharkiesha and shovel girl were crazy she snapped this bitches nose ,1
yous a gold bottle these hoes pink mascato,1
 sick bitch,1
 back in this bitch,1
the karate kid is such a pussy,1
 sos are trash ,0
 because hoes disguise themselves as real women,1
just cleaned this bitch boyfriendstruck clean insideandout ram tookforever nofliter ,1
i cant talk to anyone but you can go answer littlephone calls from your little bitches on the low in the bathroom foh,1
 not every nigga is pressed for pussyspecially yours,1
 dont be a bitch to me ill be a bigger one and ill win,1
fuckin faggots man science knows these fucks cant procreate without the help of breeders but we treat them fancy sin,1
 man robin thicke all on black tv trying to get that pussy back,1
 dawg pet peeve is finding out a cute guy has hoes i automatically lose interest i dont compete,1
fire bitch ,1
  peopleday now being deported from warsaw ghetto packed into cattle cars for rail trip to treblinka death camp htt,1
your leader rocks a fucking mo hawk and dances like a faggot from atl ,1
 yeah shes a real pom maven,1
 i need a guy that can put me in my place bitches that think theyre zoo animals,1
just watching a horizon show about scientists that discovered a dna mix between humans and neanderthalswould have thought trump getting elected would have been proof enough maga,0
jihadis identify a man from indonesia as the one who carried a massive suicide bombing on speicher camp iraq ,1
 you a oreo cookie now,0
i found your arm in that trash receptacle and your leg in the mud down by that streamyou should consider keeping better track of your limbs,0
 hope all is well thats so fucked like seriously what the fuck is wrong with ppl now gun control is no issue though right thank god i live in canada feel brutal for all the attacks in the usa but seriously it wont go away,1
know that karmas too real hope you doin cool but still stupid ass bitch i aint fuckin with yoooou,1
 wyo bitch,1
 how do you have a beautiful female and still find a way to fuck w ratchet hoes i dont get it ,1
 i want it i love her gooks she is awesome where did you get it,0
ik his bitch ass saw me mentioned his tall ass,1
 you guys dont get evolution do you you only share a common ancestor with apes,0
 you hoes aint got no manners,1
uh cody called me a punk ass bitch and i said i think you meant to say boss ass bitch but ill let it go ctfu ,1
 fighting over a hoe is one of the lamest things you can do,1
 you mean trash,0
 going as candace for halloween lmao ugly bitch,1
 mmm no thanks ive been saving mine up for this point in timefucking queer,1
i dont _ light skin bitches will have  unread texts still tweet nobody to talk to you bitches is outta control,1
 im not telling you to like al green or otis redding stop missing the point just dont call them trash tell me you,0
im still weak off the bitch gettin pissed on lol,1
i cant with these second class bitches,1
 my last bitch was bitch came in da trap tryna vine da dope fuh likesher funeral was  days after dat,1
 the shit just blows meclaim you so faithful and down for somebody but still fucking with hoes ,1
 the ratings are low because of people like you amp the other guy making fun of conservatives this is one reason why trump won you people just dont get it amp pitiful amp shameful,0
designer belt with a trash fit is still trash,0
 bitch please ill go to windsor either way when i come up i can bring some also ,1
 wtf is flappy bird are you kidding me,0
 if some little fucking faggot spits in my food i swear to god id tear your fucking arms off ,1
fuck class gon be a bitch tomorrow,1
here we go this fat bitch started talking and now will never stop,1
 what you still doing up my nig,1
 y dont that bitch just shoot herself so sick of all those whores,1
 just dont go to bank of america unless you are ready to prove that you are citizen every time you want to get your money out of your account,0
but bitch you gon shave or wax that pussy before i bless it foh,1
for guys bros over hoes for girls chicks over dicks for me its whoever has my back over the fake ass people any day,1
 that talentless skag is a wardrobe malfunction,1
 shuddup hoe,1
thats all im saying you hoe ass niggas,1
 thank you mint happy mothafuggin birthday too hoe ,1
 jameis winston is a nigger,1
my cat is fighting the street cat carry through the glass in my room what the hell stfu pussies,1
absolutely absurd that they even had to think about that call joke zebras,0
 who cares who looks better between blue ivy north and whatever other celeb baby read your kid a book u simple bitch,1
 what a crap she istotal publicity seeker since when tearing apart the bhagwad gita is symbol of changing india and why bhagwad gita if u have guts show here tearing apart kuran and bible too intellectualidiot,1
just vote for god sake and move on it be a non issue in  months do not allow libtards to veer you into the trap harden the fuck up and lets go seriously kavanagh scotus maga,1
flappy bird instead of studying sounds great flappybirdisruiningmylife,0
when my friends are roastin my other friends and idk who to roast im just like wait who are your true nigsalways da clan,0
paper over pussy cause pussy bring problems powerofthep,1
nuh uh still counts im only a hoe on twitter bae,1
everybody talking bout hoes fighting im lurking on some money,1
who is john hanson a black man a moor john hanson was the first president of the united states george ,1
 burnt pussy lips gal in the blue throwing it ,1
 shut up fuckin beaner,1
why cant you be humble like your moms and not hoes,1
 mon bye bitches suffisait,1
 im just saying its not like you were up against a birdeating spider or something bet coulda done it,0
the corny facade is all apart nick cannons plan nigga is actually a genius on levels of business and bitches,1
 lol im not you just cant be sad about things you cant control but when you walk that stage my nigglet ill be happy ,1
 these bitches putting their soul in this routine ,1
i want my bitch to answer if my ex calling with my dick in her mouth,1
produced by yung bouta drop dis hoe ,1
thanks for scaring the absolute fuck out of me flatfoot now i look like a pussy fucking jerk,1
oh im back now nd vap dont fuck with this one bitches ,1
and now jihadis bragging about a massive bombing in sadr city in baghdad iraq onslaught,0
 if she is so passionate why doesnt she donate all her money to helping women who cannot afford instead of a fancy apartment get one for a few hundred get a roommate and show everyone yes you can,0
ay cuh its hot af im finna go buy yo bitch some ice cream lol,1
im naturally bowlegged i be trying to stand normal i think i look deformed while hoes thinking that shit is cute,1
im heading down to dc to put a sign on the white house gates that will read no savage negro beasts in the white house ,1
 viola davis sans wig is still stuntin on you hoes in the most classically beautiful way htgawm,1
 dont like to trash talking either way but to be fair thats just on twitter im having a ball on texts,0
 every bad bitch comes with mood swings,1
dont worry bout me i got it all arranged bitch mind your business stay in your lane bitch votesos emabiggestfansd,1
talkin brokanese i took yo bitch and broke her knees,1
 took uber yesterday advertised as  ny taxis but was actually a yellow taxi at same price uber,0
boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal,1
 listen here lady my tweet was about the fact that im sick of hearing about trump every time i listen to news idk where the fuck you get off trying to spin it in to some sort of racial situation you are part of the problem stop turning shit in to something its not,1
yo feet smell like my puss whut like flowers bitch omg,1
fuck dat bitch,1
 got to hold a koala take selfies with kangaroos saw a bunch of bad ass birds of prey and pet a fucking emu today wtf ,1
 she is seriously ive cried so hard when i read her dm where she wrote to me i care and ive cried bc i was happy not sad and yeah that made my day,0
 anyone who supports gun control is a racist just like shannon twatts,0
i have no clothes that make me look like a redneck but i tried my best ,1
did la mulatta just refer to herself as a darkie ,1
 nope got lucky some washing on the slopes gonna make it a little rough combining but feeling very fortunate today,0
there is this yellow thing in the sky i dont know what to make of it,0
 holy fuck,1
 i rather go choke on your moms bomb pussy,1
 omg my mom did it on christmas once if i hadnt been the hostess that year i wouldve slit her throat,1
life aint shit but bitches an money i pass that weed like i studied,1
 eyy that pushin one for me bro cause you know that bitch better blow hah,1
 like i said drose needs to stop being a pussy lol,1
fuck it its  am why am i tweeting as if anyone is going to answer me yall niggers dont reply at  pm niggerfag niggerfag niggerfag,1
 on my mama yous a hoe omm yous a bitch omm if you get in a jam i bet you snitch omm ,1
 bitch nigga lol,1
add me on snapchat bitches erinblair,1
told that hoe she special like the mcrib at mcdonalds,1
 how i eat the pussy ,1
fuck these bitches stop women bashing them women dont exist in this generation,1
 rise of the planet of the apes doin a musical ,1
if a spic ever talks to a white person and the white person kills them its self defense,1
ima knock the pussy out like fight night ,1
 byee iverrishaa ghetto ass name,1
 mo bitch the special ed darlene from backatown gn,1
you cant be mad when people call you a hoe if you out here acting like one,1
 fuck me or ill make you feel bad about it but if you fuck other guys ill call you a hoe and if you fuck me ill thi,1
 karma a bitch bruhh,1
 i cant stand to be around ghetto girls,0
 be a pussy ,1
 fam you a faggot for kicking a field goal just got beat  to  in madden,1
 if u say ur a mermaid it obviously means ur pussy is fishy,1
 bitch tits,1
 oh you missed bitch bitxhes who got socked in the face,1
son of a bitch took my tic tacs i like this movie,1
 you are stronger than you believe my beautiful sneaky pig dcl teaches us so much and i am grateful we have the chance to explore ourselves as we grow and learn ,0
venti iced water make it snappy hoe,1
 i swear if i see any snow tomorrow bruhh you sound like a basic white bitch,1
chick fil a wasnt about anti gay it was about the first ammendment if you didnt get that then you have no right to bitch about rights,1
 lil bitty bitch lingo,1
 number of women denied birth control by hobby lobby  number of democrat retards butthurt by the verdict ,1
having a bitch come in handy during times like this ,1
 bitch you not either bye ,1
 yall so trash ,1
 who tweeting with last night pussyass or dick on they breath this morning,1
 the ghetto if ud wins tonight ,0
 only low self esteem niggas walk around braggin about bitches he fucked they have something to prove to ppl,1
 lmaooo fucking love you see you hotties soon xox,1
 bitch please not gonna happen nope,1
they sound so naive when will they learn that these people do not want to intergrate just accumulate ,0
 the fuck be wrong with these bitches nobody knows,1
really bitch no,1
 i need a trippy bitch who fuck on hennessy ,1
get your ass back to detroit ya fuckin wigger,1
get over it pussies,1
 yeah i read yo shit to fast bitch,1
shoot out wit yo niccas you da type to throw da pistol ,1
 no not at all its a slippery slope just dont want to lose my right to self defense st its background checks then,1
nose goes on taking out the trash this time ,0
expectus to work our asses off for gunsensecandidates gotv throwthemout ,1
say you love that bitch so much ill kill yo ass in front of her,1
 waka flaka a lucky retard lol,1
 i tried one of them pom pomegranate juices n i swear it tasted like flavored pissdont ask lol,1
 yeah start me as your flex player next week trick plays catching passes flipping the bird smashing asses should al,1
today i start breaking in a new pair of docs have mercy on my soles,0
 i could never mess around with someone elses man like thats just clarifying your self as a side hoe,1
 lmaoo typical nig nog bombs shouldve got pics,1
 you got cancer hoe,1
dom calls me bitch boy,1
 cuff her crazy boy you might not ever find another especial not these dirty crew fucking party hoes out here ,1
 i spend my money how i want bitch its my business ,1
see two of his bitches in the cluuuuub what he do for a living ,1
none of them  bitches look like dey ca boil a egg but working at buds broiler,1
quitting showed me who my true friends were and it showed me all the ones who were the two faced bitches ,1
 excuse you she is the best she just wants to hang,0
 try visiting at night for a real spook,1
 i only be looking like im fucking bitches i dont tho,1
spending money on these hoes nigga you aint fuck shit ,1
 yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird,1
 according to the liberals yes guilty unless she proves her innocence wait are you a man if so then no you can not be trusted ever how dare you make a claim against a woman women are above the sins of man we are perfect,0
 lol the thirst be so real on dis bitch ,1
 because you have paranoid and always spam omg she is  she is  she is  she is  and you spam to everyone that she is  and credit telltale in your every posts its so fucking funny for me chill out no one cares that shes ,1
them hoes dont like me ,1
 mr and mrs trash,0
 look at what you just said lls new era girl bye kill bitches w kindness wht cousin,1
my nigga is a bad ass bitch forreal forreal ,1
stupid freshman bitches that walk like slow as hell and u cant get around them hurry the fuck up sloth,1
yankees shouldnt rely on the long ball in the playoffs yankees mlb,1
school ghetto as fuck ,1
 thanks david was always helpful and inspiring when i was a student he is greatly missed,0
i called in to work n bitch said they might not want me to go back,1
 i just fucked the life out this bitch ,1
 but never to moose lol log off faggot your finished,1
 hes just mad because of the pos that he is couldnt do crap except divide this country,1
stupid ass hoe,1
 bitch get out dem feelings and get some new dick ,1
awwwwww that aint my hoe,1
i was with a bitch with a mustash for a year and a half wtf is wrong itch me,1
this bitch said i look like the type to do a lot of cocaine ,1
scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend ill kill you bitch ,1
attn all brown university students the stop and frisk protesters will be systematically dispersed into random us ghettos good luck,0
i really cant stand while people slander shit  trash,1
 men are the biggest hoes lmao,1
 no i do not wish to spend  to go to a filthy theatre and watch a fuzzy screen with bad sound annabelle,0
 you a bitch but you my bitch so we hella chillin also thanks for tolerating me and being my friend,1
lmaooo naw man yo want in u serious bro lol am early bird special,0
 a pissed lad past out i would lick his dirty soles while he slept,1
 when youre in public with your side hoe ,1
someone bitch slap me into the lake if you see me on fb tomorrow i suspect my hard core gop friends will be all over this,1
just like girls cant be a hoe guys cant hit a girl back its a double standard that will forever exist,1
 hmmm is that a ratchet hoe i smell,1
 schools a bitch,1
 conservatives just keep doubling down on being terrible people,0
 what did you search gay redneck episode  play,1
when jake from state farm keep calling yo bitch but yall got progressive ,1
photo happy friday bitches glamazon ladykimora rupaulsdragrace ,1
 i dont have any problems with zak but you seem like a faggot ,1
 brandon phelps a hoe ass nigga and wen i see him ima smack him like da lil bitch he is ,1
 i are discussing our awful s fashion choices yellow overall shorts boxers over leggings what was your bes,1
 destroying a team that talked trash before the game ,1
 tauruss are the first to congratulate this years hoes for being smarter than last years hoes you know who you are,1
 ok i just wanted to know bitch at  if youre not here im out,1
 the biggest difference to me between the conservatives overall agenda and the liberals what cons do makes me feel scared and depressed about others and the future what liberals do makes me feel happy and confident were on the right track neither is perfect but one is best,0
 all yaw hoes want  thing money dick,1
yous a bitch ass nigga rt i push the tape bac till around labor day weekend turn up,1
like keke say real niggas got a heart too it just take a real bitch for him to show it,1
 these are sick ass people ,1
 nothin in life is free some of you bitches need to write that on ya panties,1
 rip blood money shoryy was a rider blew dat  at shy glizzy bitch ass in his own city yea yea,1
over bitches trying to act like i own them a picture,1
so if i had dreads tattoos and a beard id get all the bitches,1
based god fucked all my bitches,1
these bitches smell like fish ,1
 he could have killed as many with a hunting rifle with the time and vantage he had he had close to an hour before police entered his room his actual shooting was over  min making this about gun control is just going to get more people killed we need to be smarter,0
 down  yankees look to rally in the bottom of the th rallycap,1
cant turn a hoe into a house wife fact,1
imma hit the ground work in the pussy she gone come back everytime,1
my sisters bitching that she has school tomorrow like i dont fuck up hoe at least you arent up studying right now,1
i dont owe you shit bitch leave me alone,1
 puss or pussy,1
i know right get one guy out man you had one job josh outman yankees,0
i cant never be no bitch nigga thats how you get treated like a bitch,1
yeah im livin right these bitches dead wrong,1
i wouldnt fuk a lot of u bitches realtalk,1
 nine times outta ten the bitch using them same unclean brushes on all ten of her clients i cant with you beat faced,1
 when you accidentally say about a week ago bitch u just wanted to show ya ass smh,1
yall trustin these hoes ive never been that gullible,1
 mhm bitch dont play with your life ,1
i done dun all kind of shit yall niccas just fills shit,1
 bakkt is doing what an etf would have done they are just not calling it an etf fuken cuuuuuks,0
 bitch change draws ,1
 shit trash,1
 bitches so late ion exposed ,1
the proisis jihadi prayer from hajj making the rounds now ,1
 this shit is like  minutes away and its  am so clearly i am in desperate need of some pussy bruh so i pull up to this ,1
just got done taking some photos with brownie flowcity,0
 she doin homework you jiggaboo let her be,1
 i only eat gluton free pussy lil b,1
female jihadis european american grave dangers joe for america via ,0
 crusty hoe,1
 go on craigslist bitches be on there ,1
going up to the view point and seeing star child what the monkey,1
dont be using teeth hoe thats childish,1
people who play roleplayinggames are human filth and dont deserve the same respect youd give a mosquito theyre soulless gutter trash,1
if someone is part of james x then hes a white trash cultist,1
irie is a bitch for not letting me borrow his charger,1
its friday bitch ,1
 have u spent significant time in any ghetto or witnessed the years of terrorism committed by police in the black community,0
on gc i lv dis bitch ,1
i figured that if hoes wanna play games fuck em and leave em ,1
idgaf if thats sounds illogical this twitter bitch,1
just to get u mad go on your search bar on here and search up stupid niggers hop on somebodys head then mention me lol ,1
